pid,arrival_time,burst_time,priority,process_size,memory_usage,process_type,cpu_affinity
871,0,20,20,719,459,2,0
872,0,25,10,526,74,0,0
873,0,18,20,194,111,0,0
874,0,10,36,622,168,0,0
875,0,26,36,817,292,3,0
876,0,48,36,550,470,1,0
877,0,8,20,835,114,2,0
878,0,29,20,594,370,1,0
879,0,40,20,192,181,0,0
880,0,42,10,364,508,1,0
881,0,27,0,362,77,1,0
882,0,10,11,663,332,3,0
883,0,46,36,767,130,2,0
884,0,47,10,634,421,1,0
885,0,17,10,157,91,3,0
886,0,23,10,669,394,0,0
887,0,39,10,707,105,2,0
888,0,47,20,846,479,2,0
889,0,6,10,981,278,3,0
890,0,45,20,780,176,3,0
891,0,35,0,220,436,0,0
892,0,18,0,872,113,0,0
893,0,11,11,185,242,2,0
894,0,18,20,807,287,2,0
895,0,37,0,569,131,2,0
896,0,23,20,718,361,3,0
897,0,15,0,670,136,3,0
898,0,23,20,818,446,3,0
899,0,43,10,110,212,2,0
900,0,37,20,278,222,3,0
901,0,16,10,967,189,0,0
902,0,20,36,820,207,2,0
903,0,9,36,278,429,2,0
904,0,12,36,763,178,3,0
905,0,28,20,375,428,3,0
906,0,48,10,337,263,1,0
907,0,47,10,753,469,1,0
908,0,46,0,399,361,1,0
909,0,30,20,448,287,0,0
910,0,23,10,381,468,3,0
911,0,7,10,448,485,0,0
912,0,39,10,613,300,0,0
913,0,6,10,118,220,3,0
914,0,42,11,501,153,0,0
915,0,28,10,969,317,2,0
916,0,34,20,771,184,3,0
917,0,10,20,946,214,0,0
918,0,40,10,597,106,1,0
919,0,10,10,575,135,3,0
920,0,8,36,215,221,1,0
921,0,28,20,213,168,3,0
922,0,25,0,580,425,2,0
923,0,26,10,547,426,0,0
924,0,24,20,992,96,3,0
925,0,20,20,235,224,0,0
926,0,7,36,771,462,1,0
927,0,11,0,681,315,1,0
928,0,16,36,801,77,0,0
929,0,5,20,228,467,1,0
930,0,34,20,585,387,1,0
931,0,21,10,159,259,1,0
932,0,7,20,781,466,2,0
933,0,29,36,497,238,2,0
934,0,49,10,802,340,2,0
935,0,7,0,390,347,0,0
936,0,40,10,904,172,0,0
937,0,31,11,521,110,3,0
938,0,13,20,917,472,0,0
939,0,24,11,817,424,0,0
940,0,42,36,816,490,0,0
941,0,37,10,404,330,0,0
942,0,39,20,646,440,0,0
943,0,26,0,643,274,0,0
944,0,44,0,156,218,0,0
945,0,21,20,248,159,1,0
946,0,49,20,418,82,0,0
947,0,44,20,346,225,0,0
948,0,37,0,360,121,1,0
949,0,41,11,134,248,1,0
950,0,20,11,562,228,3,0
951,0,20,20,233,238,1,0
952,0,30,20,639,142,2,0
953,0,40,0,953,113,2,0
954,0,13,20,116,331,3,0
955,0,44,36,736,376,2,0
956,0,5,36,479,207,2,0
957,0,14,10,997,182,1,0
958,0,37,10,898,473,0,0
959,0,27,0,367,394,0,0
960,0,44,20,750,226,3,0
961,0,49,11,616,188,3,0
962,0,15,36,185,228,1,0
963,0,5,0,507,108,1,0
964,0,20,0,965,74,0,0
965,0,11,36,491,481,1,0
966,0,26,10,509,372,0,0
967,0,16,10,466,85,2,0
968,0,15,10,508,356,0,0
969,0,28,20,900,392,3,0
970,0,46,36,841,288,3,0
971,0,44,10,628,377,1,0
972,0,47,36,396,418,3,0
973,0,6,36,928,85,0,0
974,0,42,10,827,265,1,0
975,0,16,20,618,187,3,0
976,0,21,10,625,357,3,0
977,0,7,0,764,211,0,0
978,0,36,36,253,122,2,0
979,0,16,36,802,120,2,0
980,0,26,36,405,114,3,0
981,0,12,0,932,233,2,0
982,0,29,11,187,353,1,0
983,0,28,0,306,241,0,0
984,0,11,36,154,315,1,0
985,0,29,0,809,279,1,0
986,0,44,36,464,229,0,0
987,0,36,36,583,393,2,0
988,0,41,0,148,334,2,0
989,0,26,36,516,333,0,0
990,0,23,36,785,121,3,0
991,0,25,10,254,339,2,0
992,0,40,20,110,358,2,0
993,0,39,20,552,286,2,0
994,0,13,0,778,486,2,0
995,0,14,10,544,506,2,0
996,0,38,0,135,115,0,0
997,0,35,0,156,345,2,0
998,0,33,10,592,101,1,0
999,0,48,0,584,481,3,0
1000,0,20,0,408,478,1,0
1001,0,16,20,812,329,0,0
1002,0,20,0,276,392,1,0
1003,0,35,10,686,353,0,0
1004,0,22,0,847,294,0,0
1005,0,28,10,120,279,2,0
1006,0,48,11,578,409,1,0
1007,0,36,36,450,457,2,0
1008,0,40,10,621,207,3,0
1009,0,20,36,571,230,2,0
1010,0,36,20,830,304,2,0
1011,0,27,10,763,476,1,0
1012,0,15,36,698,98,2,0
1013,0,41,10,853,431,3,0
1014,0,5,36,122,66,3,0
1015,0,16,36,679,296,2,0
1016,0,25,0,125,89,3,0
1017,0,13,0,978,120,0,0
1018,0,37,20,411,111,0,0
1019,0,34,10,414,283,3,0
1020,0,17,0,735,471,2,0
1021,0,14,20,405,241,3,0
1022,0,41,20,475,141,2,0
1023,0,37,10,986,309,2,0
1024,0,13,20,222,188,3,0
1025,0,34,20,935,444,3,0
1026,0,34,10,668,341,3,0
1027,0,21,0,775,248,3,0
1028,0,16,36,330,317,3,0
1029,0,18,36,814,158,0,0
1030,0,38,36,927,491,3,0
1031,0,48,10,900,129,1,0
1032,0,25,11,688,387,3,0
1033,0,19,2,293,307,1,0
1034,0,39,36,178,440,3,0
1035,0,17,10,620,95,0,0
1036,0,25,0,908,91,0,0
1037,0,49,36,351,217,0,0
1038,0,8,10,195,342,0,0
1039,0,38,0,682,87,0,0
1040,0,32,10,435,206,2,0
1041,0,6,10,456,163,1,0
1042,0,5,11,936,216,0,0
1043,0,10,10,706,99,3,0
1044,0,48,11,904,241,0,0
1045,0,23,36,892,275,1,0
1046,0,38,11,849,128,0,0
1047,0,11,36,754,307,2,0
1048,0,38,10,716,172,3,0
1049,0,6,10,691,346,3,0
1050,0,44,10,773,443,1,0
1051,0,45,10,618,386,0,0
1052,0,26,20,739,310,1,0
1053,0,36,36,558,374,2,0
1054,0,49,10,723,294,3,0
1055,0,17,10,767,80,1,0
1056,0,36,20,730,158,3,0
1057,0,18,10,488,149,0,0
1058,0,32,36,349,281,0,0
1059,0,46,0,598,394,0,0
1060,0,32,36,736,495,2,0
1061,0,25,0,590,66,0,0
1062,0,49,20,497,219,0,0
1063,0,14,0,296,269,2,0
1064,0,16,45,599,156,2,0
1065,0,41,10,581,474,2,0
1066,0,6,10,802,439,1,0
1067,0,10,10,697,353,0,0
1068,0,33,0,573,340,2,0
1069,0,35,0,790,286,1,0
1070,0,38,0,369,387,2,0
1071,0,44,0,622,455,2,0
1072,0,11,20,849,395,1,0
1073,0,7,10,777,137,2,0
1074,0,20,20,795,344,2,0
1075,0,6,10,395,134,0,0
1076,0,47,0,645,226,2,0
1077,0,7,0,252,150,3,0
1078,0,17,10,218,166,3,0
1079,0,16,10,243,70,2,0
1080,0,21,10,288,191,3,0
1081,0,48,36,123,68,1,0
1082,0,32,20,663,113,3,0
1083,0,47,10,485,406,2,0
1084,0,40,0,416,508,3,0
1085,0,34,11,127,489,3,0
1086,0,20,36,338,249,1,0
1087,0,22,10,272,362,0,0
1088,0,49,10,906,106,0,0
1089,0,20,10,261,348,0,0
1090,0,23,36,905,172,3,0
1091,0,27,10,623,368,2,0
1092,0,42,36,137,499,2,0
1093,0,28,36,331,68,2,0
1094,0,12,0,221,334,2,0
1095,0,28,45,241,110,1,0
1096,0,22,0,703,79,2,0
1097,0,16,36,619,368,2,0
1098,0,27,20,724,211,2,0
1099,0,8,10,193,235,0,0
1100,0,18,20,807,177,2,0
1101,0,32,0,935,98,3,0
1102,0,32,11,508,437,0,0
1103,0,5,0,814,188,1,0
1104,0,47,10,103,98,1,0
1105,0,23,10,515,503,1,0
1106,0,18,10,482,291,0,0
1107,0,17,10,766,240,2,0
1108,0,6,20,810,454,1,0
1109,0,12,36,184,462,2,0
1110,0,38,0,557,456,2,0
1111,0,23,36,457,414,0,0
1112,0,44,0,253,470,0,0
1113,0,38,36,624,293,0,0
1114,0,11,36,287,204,1,0
1115,0,20,36,915,284,0,0
1116,0,22,36,205,238,0,0
1117,0,20,10,605,81,2,0
1118,0,42,36,952,168,0,0
1119,0,27,20,490,303,3,0
1120,0,5,10,475,483,2,0
1121,0,36,10,587,124,3,0
1122,0,43,20,392,70,2,0
1123,0,38,10,640,193,2,0
1124,0,19,10,939,144,2,0
1125,0,15,10,147,351,2,0
1126,0,42,10,104,256,0,0
1127,0,34,10,277,202,1,0
1128,0,40,10,714,216,3,0
1129,0,12,0,989,378,0,0
1130,0,15,10,398,376,1,0
1131,0,14,45,727,426,0,0
1132,0,16,20,147,412,3,0
1133,0,41,20,705,427,3,0
1134,0,5,10,167,396,2,0
1135,0,17,20,651,394,2,0
1136,0,25,11,350,422,1,0
1137,0,26,10,963,117,3,0
1138,0,16,10,946,377,0,0
1139,0,30,20,289,355,2,0
1140,0,5,10,317,303,3,0
1141,0,9,10,628,212,0,0
1142,0,32,10,384,297,1,0
1143,0,25,10,987,207,2,0
1144,0,25,10,514,411,0,0
1145,0,17,0,710,405,3,0
1146,0,7,0,105,95,1,0
1147,0,34,20,299,316,2,0
1148,0,31,11,282,223,2,0
1149,0,17,10,903,297,1,0
1150,0,27,0,111,362,3,0
1151,0,21,10,227,100,2,0
1152,0,34,11,847,68,2,0
1153,0,42,0,291,328,3,0
1154,0,49,0,539,155,1,0
1155,0,41,20,834,143,3,0
1156,0,24,20,894,157,2,0
1157,0,23,0,140,78,2,0
1158,0,14,0,362,194,1,0
1159,0,49,0,943,336,2,0
1160,0,16,10,986,221,2,0
1161,0,31,36,771,241,2,0
1162,0,36,20,451,507,2,0
1163,0,27,10,924,106,3,0
1164,0,43,36,856,452,3,0
1165,0,28,36,980,215,1,0
1166,0,13,20,205,422,3,0
1167,0,45,36,167,298,3,0
1168,0,43,20,888,231,1,0
1169,0,22,20,301,432,1,0
1170,0,12,10,631,367,2,0
1171,0,39,11,418,117,0,0
1172,0,8,20,308,93,2,0
1173,0,31,36,639,475,0,0
1174,0,13,10,897,402,2,0
1175,0,49,0,663,317,0,0
1176,0,15,20,885,398,3,0
1177,0,48,36,319,310,0,0
1178,0,41,0,962,378,3,0
1179,0,39,10,523,137,1,0
1180,0,24,20,199,70,2,0
1181,0,6,0,358,341,2,0
1182,0,20,36,218,297,3,0
1183,0,49,20,763,475,2,0
1184,0,36,20,414,245,0,0
1185,0,19,36,224,134,2,0
1186,0,44,10,418,180,2,0
1187,0,37,20,274,181,2,0
1188,0,32,20,655,491,3,0
1189,0,32,20,413,85,0,0
1190,0,40,10,788,372,0,0
1191,0,19,10,423,322,3,0
1192,0,40,10,973,459,1,0
1193,0,36,20,294,491,1,0
1194,0,15,0,290,265,2,0
1195,0,33,0,140,84,0,0
1196,0,30,0,587,463,2,0
1197,0,17,20,738,404,1,0
1198,0,26,0,596,440,1,0
1199,0,15,10,761,503,2,0
1200,0,11,0,284,278,0,0
1201,0,32,11,566,166,2,0
1202,0,15,36,811,496,2,0
1203,0,35,36,137,389,0,0
1204,0,16,10,404,170,2,0
1205,0,42,20,142,297,0,0
1206,0,9,0,725,137,3,0
1207,0,48,10,310,350,0,0
1208,0,19,36,290,322,1,0
1209,0,6,10,948,497,0,0
1210,0,8,10,814,174,3,0
1211,0,15,10,981,360,3,0
1212,0,36,11,737,266,2,0
1213,0,41,11,720,113,3,0
1214,0,25,10,212,241,0,0
1215,0,16,0,178,92,0,0
1216,0,27,10,139,507,1,0
1217,0,6,0,520,367,3,0
1218,0,49,36,389,65,2,0
1219,0,44,20,570,101,0,0
1220,0,36,20,385,500,0,0
1221,0,46,0,493,306,2,0
1222,0,43,36,896,506,1,0
1223,0,11,20,382,106,1,0
1224,0,47,10,226,467,2,0
1225,0,9,0,976,102,0,0
1226,0,13,36,464,424,0,0
1227,0,30,0,705,229,3,0
1228,0,38,20,470,401,3,0
1229,0,47,36,402,358,0,0
1230,0,21,36,412,367,2,0
1231,0,24,10,366,362,2,0
1232,0,22,20,109,137,2,0
1233,0,14,10,437,200,2,0
1234,0,45,10,964,476,0,0
1235,0,15,20,300,419,2,0
1236,0,25,10,803,455,2,0
1237,0,15,20,209,502,2,0
1238,0,40,36,590,192,0,0
1239,0,30,0,229,282,3,0
1240,0,24,0,904,168,1,0
1241,0,20,10,939,387,3,0
1242,0,27,10,750,311,1,0
1243,0,24,10,100,183,2,0
1244,0,31,10,539,413,2,0
1245,0,32,10,334,249,2,0
1246,0,7,0,914,129,2,0
1247,0,38,20,119,340,0,0
1248,0,30,10,205,314,2,0
1249,0,6,20,775,383,1,0
1250,0,25,36,149,341,1,0
1251,0,49,36,323,73,2,0
1252,0,16,20,933,303,2,0
1253,0,24,2,486,159,3,0
1254,0,17,10,143,224,2,0
1255,0,10,10,132,356,0,0
1256,0,36,0,811,95,3,0
1257,0,25,0,732,141,1,0
1258,0,5,10,583,167,0,0
1259,0,26,0,209,283,0,0
1260,0,16,36,981,377,2,0
1261,0,11,20,817,358,2,0
1262,0,15,0,960,373,3,0
1263,0,40,20,612,168,1,0
1264,0,37,2,208,419,1,0
1265,0,7,20,996,321,2,0
1266,0,46,20,435,307,3,0
1267,0,11,10,682,206,2,0
1268,0,9,36,827,425,2,0
1269,0,49,10,740,117,1,0
1270,0,30,10,451,417,0,0
1271,0,30,0,545,307,1,0
1272,0,40,10,304,480,0,0
1273,0,29,10,424,148,3,0
1274,0,44,10,660,97,2,0
1275,0,46,10,474,270,0,0
1276,0,17,10,680,254,3,0
1277,0,33,20,279,370,1,0
1278,0,12,0,517,284,3,0
1279,0,38,11,854,109,2,0
1280,0,29,10,597,418,0,0
1281,0,33,0,221,357,0,0
1282,0,17,10,167,215,0,0
1283,0,11,20,822,100,0,0
1284,0,33,20,201,336,3,0
1285,0,31,20,519,387,2,0
1286,0,9,36,197,497,0,0
1287,0,39,0,812,253,0,0
1288,0,6,20,660,308,1,0
1289,0,33,0,634,99,2,0
1290,0,39,0,741,235,2,0
1291,0,33,10,771,299,0,0
1292,0,5,0,429,259,2,0
1293,0,23,0,705,264,3,0
1294,0,33,20,950,164,3,0
1295,0,40,36,784,321,3,0
1296,0,17,20,712,179,1,0
1297,0,18,36,894,405,0,0
1298,0,27,10,498,413,2,0
1299,0,44,10,978,303,2,0
1300,0,44,10,430,85,0,0
1301,0,42,11,765,342,2,0
1302,0,47,0,854,423,2,0
1303,0,30,0,919,466,3,0
1304,0,7,20,602,241,0,0
1305,0,44,11,309,482,1,0
1306,0,11,0,400,456,2,0
1307,0,47,10,694,194,1,0
1308,0,7,20,514,375,0,0
1309,0,39,36,679,342,2,0
1310,0,9,20,942,279,0,0
1311,0,44,20,738,361,2,0
1312,0,29,0,452,380,2,0
1313,0,46,10,901,185,2,0
1314,0,48,10,579,333,0,0
1315,0,45,36,113,422,0,0
1316,0,40,10,386,418,1,0
1317,0,35,36,121,137,0,0
1318,0,17,10,421,237,2,0
1319,0,11,0,134,149,3,0
1320,0,49,2,563,335,1,0
1321,0,20,36,900,365,1,0
1322,0,17,10,261,183,0,0
1323,0,46,10,370,348,0,0
1324,0,17,36,137,143,1,0
1325,0,18,20,551,95,0,0
1326,0,21,0,305,229,2,0
1327,0,26,10,783,406,2,0
1328,0,45,10,148,274,0,0
1329,0,37,0,611,204,1,0
1330,0,26,0,423,320,2,0
1331,0,31,10,700,177,0,0
1332,0,29,20,704,90,0,0
1333,0,31,11,733,123,1,0
1334,0,35,11,931,484,0,0
1335,0,12,10,529,505,3,0
1336,0,22,10,421,88,2,0
1337,0,48,20,591,412,3,0
1338,0,39,10,972,222,2,0
1339,0,38,20,251,175,3,0
1340,0,12,10,804,379,1,0
1341,0,39,36,209,370,3,0
1342,0,23,36,444,434,1,0
1343,0,46,20,350,214,0,0
1344,0,39,11,373,403,3,0
1345,0,35,0,739,494,1,0
1346,0,34,36,865,266,0,0
1347,0,37,36,595,479,1,0
1348,0,20,10,598,89,3,0
1349,0,36,0,847,167,1,0
1350,0,22,20,527,179,2,0
1351,0,46,20,388,473,2,0
1352,0,20,0,864,427,2,0
1353,0,44,10,233,211,3,0
1354,0,21,36,852,104,3,0
1355,0,21,10,302,141,0,0
1356,0,36,10,996,106,0,0
1357,0,24,10,810,69,0,0
1358,0,21,10,569,106,2,0
1359,0,17,20,176,431,2,0
1360,0,15,10,149,357,0,0
1361,0,7,10,421,312,0,0
1362,0,46,20,505,400,2,0
1363,0,24,36,260,270,2,0
1364,0,7,11,428,444,1,0
1365,0,30,10,970,478,1,0
1366,0,43,20,583,401,1,0
1367,0,36,36,422,104,2,0
1368,0,12,10,797,341,3,0
1369,0,18,20,956,510,0,0
1370,0,33,36,675,67,0,0
1371,0,40,11,748,459,2,0
1372,0,34,21,671,239,2,0
1373,0,44,20,936,399,0,0
1374,0,44,0,805,360,3,0
1375,0,49,36,328,319,2,0
1376,0,28,10,470,257,1,0
1377,0,36,10,810,473,0,0
1378,0,33,10,728,425,3,0
1379,0,25,10,708,318,3,0
1380,0,5,20,886,107,1,0
1381,0,17,11,910,484,3,0
1382,0,38,20,282,256,0,0
1383,0,25,36,506,107,0,0
1384,0,42,36,838,122,0,0
1385,0,14,10,699,432,2,0
1386,0,30,10,400,344,2,0
1387,0,9,20,253,66,0,0
1388,0,18,20,258,499,2,0
1389,0,35,10,406,413,0,0
1390,0,10,10,662,260,1,0
1391,0,21,20,458,129,2,0
1392,0,21,10,857,168,0,0
1393,0,43,10,824,390,2,0
1394,0,40,20,649,491,0,0
1395,0,32,10,301,461,2,0
1396,0,43,0,699,162,2,0
1397,0,47,20,993,468,2,0
1398,0,20,0,757,171,0,0
1399,0,26,10,764,509,2,0
1400,0,13,11,809,145,1,0
1401,0,34,10,943,135,1,0
1402,0,45,20,131,490,2,0
1403,0,7,36,558,362,3,0
1404,0,16,10,748,285,0,0
1405,0,40,10,857,410,0,0
1406,0,12,10,466,409,2,0
1407,0,24,10,147,108,3,0
1408,0,23,10,725,425,2,0
1409,0,17,10,431,453,1,0
1410,0,16,11,709,380,3,0
1411,0,35,10,535,111,1,0
1412,0,16,0,139,376,3,0
1413,0,7,36,472,380,3,0
1414,0,29,10,748,211,1,0
1415,0,34,0,230,469,0,0
1416,0,14,11,912,450,3,0
1417,0,14,20,839,481,0,0
1418,0,16,10,134,344,0,0
1419,0,40,11,366,497,0,0
1420,0,38,36,333,392,3,0
1421,0,38,20,771,280,3,0
1422,0,17,11,999,101,2,0
1423,0,17,36,538,438,1,0
1424,0,32,45,135,499,1,0
1425,0,8,10,136,297,2,0
1426,0,24,36,696,447,1,0
1427,0,35,10,292,460,1,0
1428,0,8,0,514,152,0,0
1429,0,23,0,234,344,3,0
1430,0,29,11,210,321,0,0
1431,0,42,36,855,276,3,0
1432,0,47,20,486,273,0,0
1433,0,7,11,631,154,2,0
1434,0,43,36,831,275,3,0
1435,0,37,0,530,357,3,0
1436,0,41,20,742,120,1,0
1437,0,39,10,351,300,0,0
1438,0,45,10,868,366,2,0
1439,0,17,10,644,65,1,0
1440,0,11,10,898,241,3,0
1441,0,17,36,231,457,1,0
1442,0,21,10,330,380,0,0
1443,0,11,36,721,171,2,0
1444,0,48,0,783,232,2,0
1445,0,42,20,440,364,1,0
1446,0,40,36,841,172,1,0
1447,0,42,36,339,480,3,0
1448,0,28,11,745,494,1,0
1449,0,6,10,256,98,0,0
1450,0,38,11,805,486,1,0
1451,0,16,10,101,202,2,0
1452,0,35,20,239,224,2,0
1453,0,28,0,925,148,2,0
1454,0,12,20,306,165,2,0
1455,0,5,10,715,399,2,0
1456,0,32,36,364,323,3,0
1457,0,13,10,880,109,3,0
1458,0,38,10,851,254,2,0
1459,0,13,0,285,496,1,0
1460,0,34,10,243,339,2,0
1461,0,44,20,974,177,1,0
1462,0,45,36,938,442,0,0
1463,0,6,0,248,248,2,0
1464,0,43,36,748,363,1,0
1465,0,25,10,796,336,0,0
1466,0,32,20,194,104,2,0
1467,0,38,10,386,488,3,0
1468,0,24,0,344,273,2,0
1469,0,25,10,114,260,3,0
1470,0,39,10,907,289,2,0
1471,0,48,10,130,182,0,0
1472,0,27,11,435,301,1,0
1473,0,6,10,170,122,0,0
1474,0,40,36,124,448,0,0
1475,0,17,0,791,496,2,0
1476,0,33,10,398,236,3,0
1477,0,42,10,306,335,1,0
1478,0,46,20,391,182,2,0
1479,0,39,20,952,407,0,0
1480,0,37,0,796,350,0,0
1481,0,34,10,593,496,0,0
1482,0,36,0,724,507,2,0
1483,0,10,11,132,392,3,0
1484,0,7,20,779,225,3,0
1485,0,31,36,829,208,0,0
1486,0,41,10,663,228,3,0
1487,0,24,20,717,305,0,0
1488,0,9,20,751,490,2,0
1489,0,43,20,796,465,3,0
1490,0,8,10,137,135,3,0
1491,0,25,20,551,342,0,0
1492,0,21,36,261,82,1,0
1493,0,10,20,375,428,0,0
1494,0,8,11,801,325,2,0
1495,0,23,36,233,95,0,0
1496,0,36,0,752,139,2,0
1497,0,44,36,321,418,0,0
1498,0,12,0,199,178,3,0
1499,0,13,10,125,281,3,0
1500,0,39,0,663,183,3,0
1501,0,12,10,168,216,3,0
1502,0,21,0,883,178,0,0
1503,0,5,10,685,411,0,0
1504,0,16,10,253,373,3,0
1505,0,14,10,647,378,1,0
1506,0,11,11,826,114,2,0
1507,0,15,0,496,390,0,0
1508,0,14,0,473,285,2,0
1509,0,20,10,310,420,0,0
1510,0,28,0,549,430,2,0
1511,0,31,20,393,297,3,0
1512,0,6,10,479,336,0,0
1513,0,8,10,900,448,3,0
1514,0,37,10,792,496,2,0
1515,0,44,20,257,165,3,0
1516,0,20,36,176,489,0,0
1517,0,35,20,660,86,2,0
1518,0,27,10,506,372,0,0
1519,0,32,36,586,405,0,0
1520,0,27,10,943,260,2,0
1521,0,37,0,413,317,0,0
1522,0,31,36,418,192,3,0
1523,0,46,10,688,424,0,0
1524,0,48,11,615,237,1,0
1525,0,23,0,451,168,2,0
1526,0,39,36,513,171,2,0
1527,0,10,20,445,440,0,0
1528,0,43,36,144,465,1,0
1529,0,42,10,719,67,1,0
1530,0,36,10,924,69,2,0
1531,0,47,0,953,319,1,0
1532,0,49,11,631,118,3,0
1533,0,13,0,539,509,0,0
1534,0,14,0,368,385,2,0
1535,0,34,0,410,230,1,0
1536,0,13,36,588,379,0,0
1537,0,15,20,867,481,1,0
1538,0,48,10,329,150,2,0
1539,0,27,10,906,263,3,0
1540,0,15,11,963,76,1,0
1541,0,16,36,166,468,2,0
1542,0,29,10,910,272,1,0
1543,0,47,10,390,226,2,0
1544,0,21,10,297,115,2,0
1545,0,21,0,980,133,2,0
1546,0,25,36,941,274,0,0
1547,0,37,20,168,232,2,0
1548,0,9,10,797,401,0,0
1549,0,37,11,259,401,2,0
1550,0,20,10,559,212,0,0
1551,0,44,0,740,445,0,0
1552,0,5,10,907,180,1,0
1553,0,42,36,654,176,3,0
1554,0,30,10,339,382,2,0
1555,0,31,10,169,434,2,0
1556,0,13,36,838,76,2,0
1557,0,40,20,943,465,3,0
1558,0,31,2,776,278,0,0
1559,0,46,20,688,187,2,0
1560,0,5,0,133,429,0,0
1561,0,6,11,688,126,2,0
1562,0,13,0,811,204,0,0
1563,0,42,10,398,267,3,0
1564,0,42,10,246,401,3,0
1565,0,34,0,483,87,0,0
1566,0,9,45,437,101,1,0
1567,0,28,0,944,200,3,0
1568,0,11,20,460,108,0,0
1569,0,12,10,840,240,1,0
1570,0,12,2,315,162,2,0
1571,0,17,10,399,121,0,0
1572,0,38,10,121,212,0,0
1573,0,33,11,314,168,0,0
1574,0,42,36,857,344,2,0
1575,0,27,10,159,119,0,0
1576,0,42,10,293,273,2,0
1577,0,16,0,125,96,3,0
1578,0,15,10,631,348,2,0
1579,0,29,10,706,160,1,0
1580,0,43,36,118,305,1,0
1581,0,11,36,620,194,0,0
1582,0,41,20,545,253,1,0
1583,0,25,36,121,266,0,0
1584,0,16,36,585,483,1,0
1585,0,14,36,514,237,2,0
1586,0,12,0,361,506,1,0
1587,0,45,10,831,503,2,0
1588,0,18,20,824,107,1,0
1589,0,14,36,523,144,2,0
1590,0,5,10,361,181,0,0
1591,0,11,36,459,502,2,0
1592,0,40,36,426,503,1,0
1593,0,41,10,563,434,3,0
1594,0,45,20,703,77,0,0
1595,0,20,11,957,271,2,0
1596,0,31,0,314,423,0,0
1597,0,12,10,813,386,3,0
1598,0,31,20,321,66,1,0
1599,0,22,20,226,366,0,0
1600,0,16,36,531,387,2,0
1601,0,23,10,458,152,0,0
1602,0,16,0,961,466,0,0
1603,0,5,20,986,301,2,0
1604,0,39,36,171,407,2,0
1605,0,19,20,681,83,2,0
1606,0,48,0,395,348,2,0
1607,0,20,11,263,465,0,0
1608,0,19,0,831,222,0,0
1609,0,48,10,147,255,0,0
1610,0,15,10,788,259,2,0
1611,0,40,10,585,192,3,0
1612,0,22,0,928,165,3,0
1613,0,27,36,223,316,1,0
1614,0,18,10,822,499,2,0
1615,0,38,11,691,497,1,0
1616,0,8,11,341,353,2,0
1617,0,25,0,217,84,2,0
1618,0,34,36,964,302,3,0
1619,0,20,10,635,405,0,0
1620,0,49,10,797,496,2,0
1621,0,44,36,285,345,0,0
1622,0,45,11,648,461,2,0
1623,0,23,10,602,237,0,0
1624,0,6,10,564,293,0,0
1625,0,7,36,626,202,0,0
1626,0,23,10,267,106,0,0
1627,0,48,10,715,332,0,0
1628,0,34,36,755,491,2,0
1629,0,8,36,102,204,2,0
1630,0,44,10,231,236,0,0
1631,0,8,10,412,94,2,0
1632,0,42,10,649,397,0,0
1633,0,34,11,736,478,2,0
1634,0,45,10,397,172,1,0
1635,0,41,10,526,338,0,0
1636,0,21,0,531,93,3,0
1637,0,38,10,142,420,0,0
1638,0,18,36,953,465,0,0
1639,0,48,36,957,496,3,0
1640,0,28,10,781,108,1,0
1641,0,11,2,744,144,3,0
1642,0,46,36,816,325,2,0
1643,0,5,0,794,398,2,0
1644,0,8,0,434,422,2,0
1645,0,42,36,743,176,0,0
1646,0,42,10,320,423,0,0
1647,0,23,20,240,270,2,0
1648,0,28,36,179,101,1,0
1649,0,20,36,602,74,0,0
1650,0,41,10,641,511,2,0
1651,0,14,20,102,288,0,0
1652,0,42,20,382,501,1,0
1653,0,38,10,716,362,0,0
1654,0,25,20,647,175,2,0
1655,0,49,36,210,67,0,0
1656,0,38,10,991,178,0,0
1657,0,37,20,220,387,0,0
1658,0,41,20,564,298,1,0
1659,0,5,11,577,146,2,0
1660,0,49,20,896,436,0,0
1661,0,32,10,493,502,0,0
1662,0,27,0,224,158,1,0
1663,0,27,10,835,114,2,0
1664,0,19,36,402,395,1,0
1665,0,13,20,981,443,2,0
1666,0,9,20,993,303,0,0
1667,0,36,20,422,146,2,0
1668,0,9,36,465,414,1,0
1669,0,43,0,354,356,1,0
1670,0,32,20,432,74,0,0
1671,0,6,20,820,235,1,0
1672,0,26,10,158,209,1,0
1673,0,11,10,456,252,1,0
1674,0,46,11,834,72,2,0
1675,0,14,20,165,107,0,0
1676,0,39,36,807,79,2,0
1677,0,5,10,416,80,2,0
1678,0,11,10,278,336,3,0
1679,0,23,0,296,270,3,0
1680,0,32,36,930,377,2,0
1681,0,14,20,615,162,3,0
1682,0,40,36,100,141,0,0
1683,0,7,0,693,284,2,0
1684,0,7,0,283,357,0,0
1685,0,31,10,691,241,0,0
1686,0,26,20,750,375,0,0
1687,0,9,11,317,81,0,0
1688,0,10,10,728,272,2,0
1689,0,19,20,437,173,1,0
1690,0,32,10,742,480,3,0
1691,0,37,36,125,73,1,0
1692,0,22,10,585,471,0,0
1693,0,37,36,210,179,1,0
1694,0,29,0,418,355,2,0
1695,0,32,20,928,117,1,0
1696,0,28,10,806,209,1,0
1697,0,31,10,336,435,0,0
1698,0,6,0,271,422,0,0
